country,gender,age,relationship_status,freedom_of_choice,satisfaction
Andorra,male,49,living together as married,9,8
Andorra,female,45,divorced,10,8
Andorra,female,45,married,10,10
Andorra,male,26,single,10,9
Andorra,female,68,married,9,9
Andorra,male,35,living together as married,9,9
Andorra,male,27,living together as married,8,9
Andorra,male,21,single,8,8
Andorra,female,55,divorced,10,10
Andorra,female,80,divorced,5,9
Andorra,female,66,married,8,10
Andorra,female,69,married,5,5
Andorra,female,39,single,2,3
Andorra,female,86,widowed,10,8
Andorra,male,29,single,5,8
Andorra,male,56,married,9,8
Andorra,male,56,married,5,9
Andorra,male,60,married,10,10
Andorra,female,40,divorced,10,10
Andorra,female,27,single,9,9
Andorra,male,48,married,10,10
Andorra,male,53,divorced,10,8
Andorra,male,76,married,8,8
Andorra,female,40,living together as married,10,10
Andorra,female,51,married,10,10
Andorra,male,57,married,9,8
Andorra,male,24,living together as married,7,5
Andorra,female,36,living together as married,10,10
Andorra,female,28,single,10,7
Andorra,female,77,widowed,8,6
Andorra,male,45,married,9,9
Andorra,male,39,living together as married,9,9
Andorra,male,45,married,8,8
Andorra,male,51,married,8,7
Andorra,male,67,living together as married,8,8
Andorra,male,61,married,9,9
Andorra,male,52,divorced,9,10
Andorra,male,68,married,9,8
Andorra,female,55,married,7,7
Andorra,male,73,married,7,7
Andorra,male,69,married,3,7
Andorra,male,84,separated,8,8
Andorra,male,31,single,8,7
Andorra,male,64,separated,8,10
Andorra,female,60,single,8,8
Andorra,male,34,living together as married,7,7
Andorra,male,43,separated,9,9
Andorra,male,45,married,6,6
Andorra,male,38,living together as married,9,8
Andorra,female,61,married,8,8
Andorra,male,70,married,5,5
Andorra,male,61,married,10,10
Andorra,male,63,widowed,5,8
Andorra,male,74,married,10,10
Andorra,female,47,married,8,8
Andorra,female,53,widowed,6,8
Andorra,male,90,widowed,8,7
Andorra,male,88,married,6,8
Andorra,male,21,single,10,10
Andorra,male,47,married,8,7
Andorra,male,42,living together as married,10,9
Andorra,male,71,married,7,7
Andorra,male,86,married,8,7
Andorra,male,73,married,8,8
Andorra,male,87,widowed,9,8
Andorra,male,78,married,8,8
Andorra,male,74,married,8,8
Andorra,male,66,living together as married,9,8
Andorra,male,80,widowed,8,8
Andorra,male,73,divorced,8,8
Andorra,male,60,married,4,9
Andorra,male,61,married,10,9
Andorra,male,68,married,8,8
Andorra,male,32,single,9,9
Andorra,male,47,single,9,8
Andorra,male,70,single,9,8
Andorra,male,87,widowed,8,7
Andorra,male,88,widowed,7,6
Andorra,male,73,single,9,9
Andorra,male,61,married,6,8
Andorra,male,66,divorced,8,8
Andorra,male,77,married,8,8
Andorra,female,72,married,8,7
Andorra,female,70,married,8,7
Andorra,female,19,single,8,8
Andorra,female,44,divorced,10,10
Andorra,male,53,married,7,7
Andorra,female,43,married,10,5
Andorra,male,28,single,6,7
Andorra,female,54,married,6,7
Andorra,female,41,married,5,5
Andorra,female,32,married,6,5
Andorra,female,58,widowed,8,8
Andorra,male,56,married,5,6
Andorra,male,58,married,6,5
Andorra,male,46,married,8,7
Andorra,female,52,married,6,7
Andorra,male,56,married,6,5
Andorra,male,42,living together as married,7,7
Andorra,female,31,single,6,6
Andorra,female,27,single,8,8
Andorra,female,66,married,4,5
Andorra,male,21,single,5,5
Andorra,male,35,divorced,10,7
Andorra,female,57,married,8,8
Andorra,male,55,single,9,3
Andorra,male,62,married,7,7
Andorra,male,56,single,7,7
Andorra,female,56,divorced,7,6
Andorra,male,39,divorced,8,7
Andorra,male,43,married,5,7
Andorra,male,69,married,9,9
Andorra,male,63,married,6,8
Andorra,male,26,single,7,8
Andorra,male,40,married,8,8
Andorra,male,23,single,5,7
Andorra,female,56,separated,8,7
Andorra,female,70,widowed,9,10
Andorra,male,60,separated,3,3
Andorra,male,70,divorced,8,9
Argentina,male,50,widowed,3,6
Argentina,female,34,single,8,7
Argentina,male,35,single,6,10
Argentina,female,71,married,10,10
Argentina,female,37,separated,8,9
Argentina,female,58,married,7,8
Argentina,male,32,single,10,3
Argentina,female,34,living together as married,1,5
Argentina,male,65,married,10,10
Argentina,male,27,single,10,8
Argentina,female,40,married,8,8
Argentina,male,44,single,8,7
Argentina,female,21,single,4,7
Argentina,male,21,single,4,6
Argentina,female,71,widowed,8,6
Argentina,male,33,married,7,5
Argentina,female,61,married,8,8
Argentina,male,41,separated,10,7
Argentina,male,64,living together as married,7,7
Argentina,female,30,separated,10,9
Argentina,female,69,widowed,10,8
Argentina,male,87,widowed,7,10
Argentina,female,31,married,10,10
Argentina,female,56,married,7,5
Argentina,male,51,married,8,8
Argentina,male,31,married,7,7
Argentina,female,33,divorced,10,10
Argentina,male,55,divorced,10,7
Argentina,female,42,married,10,7
Argentina,female,52,separated,9,8
Argentina,male,27,single,9,10
Argentina,female,21,single,7,3
Argentina,male,21,single,7,7
Argentina,female,43,married,4,7
Argentina,male,47,single,6,5
Argentina,female,70,widowed,6,6
Argentina,female,35,married,10,10
Argentina,male,24,single,9,9
Argentina,female,19,single,6,8
Argentina,male,35,living together as married,8,6
Argentina,male,61,divorced,10,9
Argentina,male,81,widowed,8,6
Argentina,female,57,married,6,6
Argentina,female,72,separated,7,7
Argentina,female,21,single,9,10
Argentina,male,27,single,8,8
Argentina,female,48,living together as married,8,8
Argentina,female,48,divorced,9,8
Argentina,male,40,living together as married,9,9
Argentina,female,54,separated,7,6
Argentina,female,35,living together as married,1,9
Argentina,female,42,married,8,5
Argentina,male,18,single,7,7
Argentina,female,36,separated,7,6
Argentina,male,20,single,6,9
Argentina,female,34,single,10,10
Argentina,female,70,married,5,7
Argentina,female,48,living together as married,8,8
Argentina,male,55,married,8,7
Argentina,male,24,married,7,7
Argentina,female,40,living together as married,7,10
Argentina,female,24,married,9,10
Argentina,female,92,married,10,10
Argentina,male,19,single,8,10
Argentina,male,35,single,8,7
Argentina,female,53,married,5,5
Argentina,female,67,widowed,7,7
Argentina,female,93,widowed,10,9
Argentina,male,26,single,10,7
Argentina,female,50,widowed,5,5
Argentina,female,20,single,10,10
Argentina,female,50,separated,5,7
Argentina,male,59,married,5,6
Argentina,male,30,single,7,7
Argentina,female,66,divorced,5,8
Argentina,female,47,married,9,10
Argentina,female,82,widowed,8,10
Argentina,male,18,single,10,10
Argentina,female,40,married,9,8
Argentina,male,47,divorced,10,10
Argentina,female,49,living together as married,8,8
Argentina,male,57,married,8,8
Argentina,female,21,single,10,10
Argentina,female,60,married,9,6
Argentina,female,30,single,10,8
Argentina,male,45,married,8,7
Argentina,male,62,married,8,8
Argentina,female,24,single,9,9
Argentina,female,24,single,7,8
Argentina,female,49,living together as married,9,9
Argentina,male,63,separated,9,9
Argentina,male,19,single,9,9
Argentina,female,69,widowed,9,9
Argentina,female,37,divorced,8,9
Argentina,female,29,married,10,8
Argentina,male,60,separated,8,6
Argentina,female,59,married,8,8
Argentina,female,56,divorced,9,8
Argentina,male,27,single,9,8
Argentina,female,33,single,10,8
Argentina,female,44,divorced,9,6
Argentina,female,22,single,7,7
Argentina,male,47,divorced,8,8
Argentina,female,67,widowed,7,7
Argentina,male,40,married,8,8
Argentina,female,18,single,7,8
Argentina,male,62,widowed,8,9
Argentina,male,60,married,9,9
Argentina,female,65,married,8,8
Argentina,male,21,single,7,7
Argentina,male,65,married,8,8
Argentina,female,25,single,8,7
Argentina,female,75,widowed,5,5
Argentina,male,26,single,8,7
Argentina,female,70,married,5,5
Argentina,female,34,separated,9,8
Argentina,male,67,married,5,7
Argentina,female,37,married,7,8
Argentina,male,28,separated,7,7
Argentina,male,36,living together as married,6,8
Argentina,male,48,living together as married,8,6
Argentina,male,24,married,8,7
Argentina,male,45,married,8,8
Argentina,female,40,married,8,8
Argentina,male,60,separated,8,8
Argentina,female,23,single,10,10
Argentina,female,63,divorced,9,9
Argentina,female,34,living together as married,10,9
Argentina,female,49,married,9,10
Argentina,male,31,living together as married,9,9
Argentina,male,25,single,9,8
Argentina,male,28,living together as married,10,8
Argentina,female,45,married,10,8
Argentina,male,73,married,8,9
Argentina,male,42,living together as married,8,7
Argentina,male,42,separated,9,7
Argentina,female,35,married,8,7
Argentina,male,45,married,8,7
Argentina,female,85,widowed,8,6
Argentina,female,34,living together as married,8,6
Argentina,male,84,widowed,8,7
Argentina,male,18,single,8,10
Argentina,male,66,living together as married,8,8
Argentina,female,19,single,7,7
Argentina,female,46,separated,7,7
Argentina,female,65,married,7,8
Argentina,male,39,single,4,4
Argentina,male,50,married,9,9
Argentina,female,40,married,9,8
Argentina,female,36,married,7,9
Argentina,male,33,living together as married,8,8
Argentina,female,28,married,9,8
Argentina,female,44,divorced,8,8
Argentina,male,61,married,9,8
Argentina,female,62,married,9,8
Argentina,male,40,single,7,8
Argentina,female,35,living together as married,7,7
Argentina,male,74,married,9,9
Argentina,female,50,married,8,8
Argentina,female,70,widowed,4,4
Argentina,female,58,living together as married,6,8
Argentina,female,29,single,10,6
Argentina,male,56,divorced,10,10
Argentina,female,49,divorced,4,8
Argentina,male,48,married,7,8
Argentina,male,63,married,5,8
Argentina,male,21,single,10,8
Argentina,female,45,divorced,8,8
Argentina,female,19,single,8,8
Argentina,female,24,single,6,8
Argentina,female,31,living together as married,8,7
Argentina,female,60,married,6,7
Argentina,male,20,single,10,8
Argentina,male,30,separated,7,7
Argentina,male,80,widowed,8,7
Argentina,male,65,separated,9,8
Argentina,male,30,married,5,8
Argentina,male,69,married,6,8
Argentina,male,66,married,3,6
Argentina,female,66,divorced,9,9
Argentina,female,25,single,7,6
Argentina,male,28,single,8,8
Argentina,male,65,married,7,4
Argentina,male,56,separated,7,6
Argentina,female,51,living together as married,8,8
Argentina,female,25,single,9,10
Argentina,male,65,married,6,7
Argentina,male,31,living together as married,7,7
Argentina,male,40,married,7,7
Argentina,female,64,single,9,7
Argentina,male,20,single,10,9
Argentina,female,20,single,10,10
Argentina,male,46,single,9,8
Argentina,female,39,married,8,9
Argentina,female,70,married,6,10
Argentina,female,44,married,8,7
Argentina,male,21,single,6,6
Argentina,female,34,living together as married,7,8
Argentina,male,47,married,6,4
Argentina,female,50,married,8,8
Argentina,male,51,married,8,7
Argentina,female,42,single,10,8
Argentina,female,44,married,10,7
Argentina,male,24,single,10,7
Argentina,female,65,married,8,6
Argentina,female,18,single,9,9
Argentina,male,48,divorced,6,6
Argentina,female,66,widowed,2,1
Argentina,female,45,married,10,10
Argentina,male,21,single,8,7
Argentina,male,60,married,4,2
Argentina,female,22,single,8,10
Argentina,male,29,living together as married,8,8
Argentina,female,37,married,10,10
Argentina,male,24,married,9,9
Argentina,female,70,widowed,9,8
Argentina,male,24,single,5,4
Argentina,female,51,married,8,10
Argentina,female,47,married,9,8
Argentina,male,30,single,10,8
Argentina,male,64,married,6,8
Argentina,female,64,married,7,7
Argentina,male,84,widowed,7,9
Argentina,male,27,married,5,7
Argentina,female,35,married,7,7
Argentina,male,60,widowed,10,7
Argentina,male,18,single,6,7
Argentina,female,34,living together as married,1,10
Argentina,female,50,married,10,10
Argentina,female,41,married,10,10
Argentina,female,63,married,8,7
Argentina,female,25,married,6,6
Argentina,female,73,widowed,8,8
Argentina,male,53,living together as married,10,10
Argentina,male,65,widowed,9,6
Argentina,male,27,single,8,9
Argentina,female,52,married,10,9
Argentina,female,39,living together as married,7,7
Argentina,male,36,married,6,7
Argentina,female,28,married,9,7
Argentina,male,44,separated,7,8
Argentina,male,72,widowed,8,6
Argentina,female,30,married,5,5
Argentina,male,65,single,7,8
Argentina,female,62,married,7,7
Argentina,male,33,divorced,10,7
Argentina,female,56,divorced,9,8
Argentina,female,29,separated,10,7
Argentina,male,70,widowed,10,8
Argentina,male,42,single,10,7
Argentina,male,31,married,7,8
Argentina,female,52,married,9,8
Argentina,male,61,married,9,7
Argentina,female,19,single,4,4
Argentina,female,25,single,9,9
Argentina,female,72,married,8,9
Argentina,male,54,married,8,8
Argentina,male,18,single,4,7
Argentina,female,22,living together as married,8,8
Argentina,female,48,married,7,8
Argentina,female,64,widowed,10,5
Argentina,male,30,married,10,10
Argentina,female,33,single,9,9
Argentina,male,33,living together as married,10,10
Argentina,female,27,living together as married,10,10
Argentina,female,39,married,10,10
Argentina,female,68,married,6,10
Argentina,male,62,single,10,8
Argentina,male,49,married,10,6
Argentina,female,36,separated,10,10
Argentina,female,49,married,9,8
Argentina,female,34,living together as married,8,8
Argentina,male,45,divorced,9,9
Argentina,male,20,single,8,8
Argentina,female,24,living together as married,9,8
Argentina,male,36,single,10,10
Argentina,male,69,widowed,10,5
Argentina,female,21,single,9,9
Argentina,male,52,married,8,6
Argentina,female,46,single,8,8
Argentina,female,43,married,8,8
Argentina,male,38,single,8,8
Argentina,male,19,single,9,9
Argentina,female,35,separated,10,10
Argentina,female,42,divorced,9,8
Argentina,male,43,married,8,8
Argentina,female,42,married,8,8
Argentina,male,55,married,8,9
Argentina,female,65,separated,8,8
Argentina,female,18,single,8,8
Argentina,male,22,single,10,8
Argentina,male,54,divorced,10,10
Argentina,female,24,single,10,10
Argentina,female,18,single,7,9
Argentina,female,33,married,10,7
Argentina,male,24,single,1,6
Argentina,female,30,single,8,6
Argentina,male,53,separated,10,8
Argentina,female,53,married,8,7
Argentina,female,39,separated,10,7
Argentina,male,34,married,10,9
Argentina,male,32,married,9,9
Argentina,female,60,separated,10,9
Argentina,female,35,separated,10,7
Argentina,female,38,married,10,8
Argentina,male,65,married,8,3
Argentina,male,66,married,8,4
Argentina,female,52,married,10,8
Argentina,female,24,single,8,9
Argentina,male,78,married,10,10
Argentina,male,39,married,8,5
Argentina,female,24,single,8,8
Argentina,male,60,married,10,8
Argentina,male,34,single,8,8
Argentina,female,48,married,7,7
Argentina,male,60,married,5,6
Argentina,female,33,living together as married,7,7
Argentina,female,53,married,10,1
Argentina,female,41,married,9,9
Argentina,male,30,separated,6,5
Argentina,male,65,married,7,8
Argentina,female,20,single,10,8
Argentina,male,31,married,3,3
Argentina,female,18,single,10,7
Argentina,male,35,married,6,6
Argentina,female,68,divorced,8,8
Argentina,female,59,divorced,4,4
Argentina,male,42,married,10,10
Argentina,male,72,widowed,10,10
Argentina,female,37,married,5,5
Argentina,female,21,single,9,9
Argentina,male,58,married,10,9
Argentina,female,40,married,8,8
Argentina,female,21,married,8,8
Argentina,male,64,married,8,9
Argentina,male,56,married,8,7
Argentina,female,79,married,9,10
Argentina,female,54,single,7,8
Argentina,male,30,living together as married,7,5
Argentina,male,18,single,6,7
Argentina,female,33,married,8,9
Argentina,female,64,widowed,9,7
Argentina,male,49,living together as married,10,3
Argentina,male,34,married,9,7
Argentina,male,41,married,9,8
Argentina,male,43,divorced,8,8
Argentina,female,45,divorced,8,8
Argentina,male,52,separated,10,10
Argentina,female,62,separated,10,7
Argentina,male,30,living together as married,5,10
Argentina,male,56,married,8,8
Argentina,male,24,married,9,8
Argentina,male,45,married,7,7
Argentina,female,25,married,8,9
Argentina,female,67,separated,8,9
Argentina,male,19,single,10,7
Argentina,male,37,separated,10,10
Argentina,male,68,widowed,8,3
Argentina,female,59,divorced,8,8
Argentina,female,34,married,10,7
Argentina,male,61,married,8,3
Argentina,male,26,married,9,3
Argentina,male,26,living together as married,10,7
Argentina,male,65,married,9,9
Argentina,male,49,married,8,8
Argentina,male,31,married,7,6
Argentina,male,80,married,7,7
Argentina,female,25,single,10,10
Argentina,female,60,widowed,10,8
Argentina,male,49,married,10,5
Argentina,female,30,living together as married,10,8
Argentina,male,55,married,6,4
Argentina,male,31,single,7,5
Argentina,female,19,single,6,10
Argentina,male,18,single,9,10
Argentina,male,46,married,10,10
